Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,TYPE OF MATERIAL,METHOD,COMMENT,INSTITUTION,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FE2O3T(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),LOI(WT%),LI(PPM),BE(PPM),B(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),AS(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),AG(PPM),CD(PPM),SN(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,SR87_SR86,PB206_PB204,PB207_PB204,PB208_PB204,AGE(KA)
2010, [14523] SAMANIEGO P. (2010),samp. PICH 70B,77593-PICH 70B,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,BRECCIA DEPOSIT,850000,850000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,54.7,0.56,15.4,8.36,,7.9,7.66,0.14,1.12,2.86,0.13,,8.2,0.52,13.6,26.5,,194,300,,35,150,,,,,,,390,12.9,68,2.5,,,,,,,430,6.8,14,,8,2.05,0.65,2.3,,2.15,,1.3,,1.27,,,,,,,,1.4,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 71,77593-PICH 71,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,850000,850000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,58,0.55,16.7,7.52,,6.7,4.46,0.12,1.33,3.56,0.15,,9.8,0.68,15.8,19.8,,166,136,,27,65,,,,,,,435,13,90,3,,,,,,,595,9.7,19,,10.8,2.35,0.73,2.55,,2.25,,1.3,,1.3,,,,,,,,2.15,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 73,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,850000,850000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,62.1,0.51,16.2,6.12,,5.88,3.48,0.09,1.3,4.12,0.15,,,,,13,,139,184,,20,46,,,,,,,490,8.2,84,2.9,,,,,,,595,9.8,18.5,,11,2.25,0.71,2.3,,1.5,,0.7,,0.68,,,,,,,,2.05,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 74,77593-PICH 74,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,850000,850000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,10.5,0.69,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 75,77593-PICH 75,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,850000,850000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,11.2,0.72,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 114,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,650000,650000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,62,0.51,16.55,6.08,,5.55,3.18,0.09,1.42,4.05,0.13,,,,,13.7,,140,93,,20,35,,,,,,,482,9.6,81,3,,,,,,,596,9.5,19,,11,2.4,0.7,2.3,,1.75,,0.9,,0.82,,,,,,,,2.1,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 115,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,650000,650000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,61.4,0.53,16.66,6.2,,5.7,3.31,0.09,1.34,4,0.13,,,,,14,,144,110,,20,38,,,,,,,488,10.2,86,3,,,,,,,617,10.8,20.5,,12,2.4,0.74,2.3,,1.85,,1,,0.86,,,,,,,,2.15,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 116,77593-PICH 116,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,650000,650000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,11.2,0.71,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 121A,77593-PICH 121A,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,PYROCLASTIC FLOW DEPOSIT ON PICH 120,650000,650000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,8.8,0.63,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 120,77593-PICH 120,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,650000,650000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,9.2,0.65,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 105,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,650000,650000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,59.5,0.63,16.1,6.85,,6.33,4.67,0.09,0.93,3.84,0.14,,8.4,0.72,9.6,18.5,,165,245,,24,71,,,,,,,444,11.2,85,3.1,,,,,,,456,9.5,17.6,,11.7,2.7,0.8,2.6,,2,,1,,0.94,,,,,,,,1.3,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 107B,77593-PICH 107B,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,638000,638000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,12.5,0.77,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 110,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,650000,650000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,60.7,0.55,16.9,6.38,,5.93,3.51,0.1,1.1,4.02,0.13,,,,,16.4,,145,130,,19,37,,,,,,,420,12.6,85,2.9,,,,,,,545,7.6,15.5,,10,2.25,0.74,2.65,,2.15,,1.15,,1.11,,,,,,,,1.5,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 102,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,650000,650000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,60.2,0.55,16.9,6.26,,5.68,3.42,0.1,1.08,3.87,0.14,,,,,16.3,,145,114,,19,36,,,,,,,397,13.4,87,2.8,,,,,,,552,7.8,14.6,,10,2.2,0.76,2.5,,2.2,,1.2,,1.17,,,,,,,,1.4,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 56,77593-PICH 56,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,608000,608000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,61,0.6,16.7,6.39,,6.24,3.36,0.1,1.16,3.95,0.15,,11,0.83,12.1,17.4,,156,98,,20,26,,,,,,,444,12.6,100,3.1,,,,,,,590,10,18.5,,11.5,2.6,0.8,2.7,,2.1,,1.2,,1.14,,,,,,,,2.05,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 26,77593-PICH 26,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,OLD LAVA FLOW,650000,650000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,9.8,0.71,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 12B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,BLOCK IN QUEBRADA TAYANGO,650000,650000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,60.5,0.51,16.1,6.4,,5.75,4.56,0.09,1.26,3.87,0.13,,,,,15.4,,139,224,,22,71,,,,,,,462,9.5,78,2.5,,,,,,,545,8.4,17.5,,10,2.35,0.8,2.4,,1.8,,0.95,,,,,,,,,,0.85,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 42A,77593-PICH 42A,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,"LAVA FLOW, LEFT RIM OF THE QUEBRADA CHIMBORAZO",650000,650000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,8.7,0.72,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 118,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,PYROCLATIC FLOW DEPOSIT,250000,250000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,60.7,0.52,16.2,6.5,,5.8,3.78,0.1,0.99,3.84,0.12,,,,,16,,147,121,,20,33,,,,,,,375,11.2,81,2.4,,,,,,,450,8.2,15,,10.4,2.4,0.75,2.5,,2,,1.05,,0.97,,,,,,,,1.25,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 119,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,250000,250000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,61.35,0.51,16.35,6.5,,6.05,3.71,0.1,1.01,3.9,0.12,,,,,15.7,,140,123,,20,34,,,,,,,398,10.9,83,2.4,,,,,,,442,7.4,14.5,,9.7,2.3,0.71,2.4,,1.85,,1,,0.95,,,,,,,,1.5,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 117,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,250000,250000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,61.2,0.53,16.15,6.45,,5.5,4.02,0.09,1.26,3.82,0.13,,,,,15.5,,146,205,,22,65,,,,,,,484,10.3,83,2.9,,,,,,,600,9.6,20,,11,2.4,0.72,2.3,,1.85,,1,,0.9,,,,,,,,2,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 5,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,400000,400000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,61.8,0.5,16.3,6.25,,5.6,3.7,0.09,1.31,4.11,0.13,,,,,14.3,,135,160,,21,56,,,,,,,473,9.3,80,2.6,,,,,,,615,9,20,,10.5,2.3,0.68,2.15,,1.75,,0.9,,0.84,,,,,,,,2,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 6,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,400000,400000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,62.5,0.5,16.3,6.05,,5.55,3.6,0.09,1.35,4.22,0.13,,,,,13.8,,132,143,,20,46,,,,,,,485,9.4,85,2.8,,,,,,,595,9.3,20,,10.7,2.35,0.67,2.4,,1.9,,0.9,,0.83,,,,,,,,2.05,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 61,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,"BASAL LAVA FLOW, CERRO LA PLAZUELA (= PADRE ENCANTADO)",400000,400000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,62.15,0.51,16.6,5.96,,5.3,2.97,0.09,1.41,3.99,0.14,,,,,12.3,,130,89,,19,32,,,,,,,468,7.9,88,2.8,,,,,,,650,9.6,19.5,,9.1,1.85,0.68,1.95,,1.4,,0.8,,0.69,,,,,,,,2.15,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 62A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,"LAVA FLOW, LA PLAZUELA (= PADRE ENCANTADO)",400000,400000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,62.2,0.52,16.3,6.16,,5.72,3.22,0.09,1.37,4.01,0.14,,,,,13.6,,137,89,,19,34,,,,,,,475,10.5,86,2.9,,,,,,,605,10.3,21,,11,2.45,0.73,2.35,,1.85,,1,,0.91,,,,,,,,2.1,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 62C,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,BLOCK FROM A LAVA FLOW OF LA PLAZUELA SUMMIT (= PADRE ENCANTADO),400000,400000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,61.8,0.5,16.55,5.84,,5.55,3.03,0.08,1.38,4.13,0.13,,,,,13.5,,136,90,,18,34,,,,,,,490,10,87,2.8,,,,,,,647,10.2,19,,11.2,2.3,0.7,2.55,,1.75,,0.9,,0.85,,,,,,,,2.05,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 62B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,BLOCK FROM A LAVA FLOW OF LA PLAZUELA SUMMIT (= PADRE ENCANTADO),400000,400000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,61.5,0.58,16.7,6.06,,5.6,3.02,0.08,1.34,4.11,0.15,,,,,13.3,,140,90,,18.5,31,,,,,,,530,10.5,90,3.1,,,,,,,640,11.2,22.5,,13,2.6,0.8,2.65,,1.9,,1,,0.85,,,,,,,,2.1,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 57,77593-PICH 57,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,409000,409000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,60.5,0.58,16.55,7.18,,6.4,3.5,0.1,0.93,3.96,0.14,,8.9,0.73,14.3,15,,159,92,,21,27,,,,,,,410,11.75,83,2.4,,,,,,,396,7.4,16,,10,2.5,0.77,2.4,,2.1,,1.1,,0.97,,,,,,,,1.05,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 63B,77593-PICH 63B,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,"BRECCIAS, 4561 M PEAK (RUCU PICHINCHA)",436000,436000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,13.4,0.59,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 76,77593-PICH 76,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,"THE OLDEST LAVA FLOW OF THE AREA, ON THE METAMORPHIC BASEMENT",264000,264000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,61.8,0.53,16.3,6.2,,5.7,3.5,0.09,1.28,4.12,0.15,,,,,13.8,,137,151,,20,46,,,,,,,488,9.6,86,3,,,,,,,590,10.3,19.5,,11.3,2.5,0.76,2.35,,1.6,,0.9,,0.83,,,,,,,,2,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 54,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,250000,250000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,62.6,0.48,16.2,5.65,,5.65,3.37,0.08,1.34,4.05,0.13,,,,,13,,130,152,,19,46,,,,,,,470,9,90,2.7,,,,,,,660,9.3,18.5,,10,2.2,0.7,2.15,,1.6,,0.9,,0.8,,,,,,,,2.05,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 51,77593-PICH 51,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"LAVA FLOW, EL PEÑON",260000,260000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,62.6,0.49,16.2,5.64,,5.23,3.22,0.08,1.37,4.06,0.13,,11.3,0.73,13,12.7,,130,128,,19,40,,,,,,,473,8.4,88,2.8,,,,,,,655,8.7,16.5,,9.5,2.15,0.68,2.2,,1.4,,0.8,,0.76,,,,,,,,2,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 53E,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,DYKE THROUGH THE PICH 53A-D BRECCIAS,250000,250000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,56.8,0.7,16.6,8.4,,7.3,4.86,0.12,0.78,3.45,0.17,,,,,21,,210,216,,32,69,,,,,,,455,23,75,3.2,,,,,,,400,9,18.5,,14,3.5,1.08,4.25,,3.85,,2.1,,1.8,,,,,,,,1.05,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 136A,77594-PICH 136A,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,"B&A FLOW DEPOSITS, CANTERA DEL DIABLO",55000,55000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,9.1,0.72,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 135,77594-PICH 135,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,"LAVA FLOW, CANTERA DEL DIABLO",55000,55000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,11.2,0.72,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 10,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,THICK LAVA FLOW,52000,52000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,65,0.45,16.2,5.2,,4.7,2.42,0.07,1.7,4.2,0.13,,,,,10.6,,115,80,,15,27,,,,,,,505,6,88,3.1,,,,,,,740,10.8,22,,10.5,2.3,0.7,2.5,,1.3,,0.6,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 1,77594-PICH 1,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,LAVA FLOW OR DOME,52000,52000,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63.4,0.45,16.5,5.55,,5.15,2.5,0.08,1.77,4.05,0.13,,8.5,0.8,16,11.7,,128,57,,18,23,,,,,,,505,9.4,87,2.8,,,,,,,765,14.2,26,,12.5,2.6,0.7,2.5,,1.8,,0.9,,0.87,,,,,,,,3.8,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 58E1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"ASH AND PUMICE PF DEPOSIT, QUEBRADA SINGUNA",47500,47500,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,62.6,0.46,15.9,5.52,,5.08,2.6,0.08,1.77,3.81,0.13,,,,,11,,125,61,,16.5,26,,,,,,,480,8.4,79,3.1,,,,,,,735,11.8,22,,11.2,2.1,0.66,2.3,,1.5,,0.8,,0.67,,,,,,,,3.4,,,,,,,
