Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,TYPE OF MATERIAL,METHOD,COMMENT,INSTITUTION,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FE2O3T(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),LOI(WT%),LI(PPM),BE(PPM),B(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),AS(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),AG(PPM),CD(PPM),SN(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,SR87_SR86,PB206_PB204,PB207_PB204,PB208_PB204,AGE(KA)
2010, [14523] SAMANIEGO P. (2010),samp. PICH 90-1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, A&P PF DEPOSIT",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63.15,0.4,16.2,5.25,,5.1,2.42,0.09,1.74,3.87,0.14,,,,,11.1,,121,42,,15,26,,,,,,,506,9.2,79,3,,,,,,,830,12.8,24,,11.4,2.25,0.66,2.2,,1.55,,0.9,,0.79,,,,,,,,3.45,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 90-2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, A&P PF DEPOSIT",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63.5,0.4,16.25,5.18,,5.1,2.31,0.08,1.78,3.9,0.14,,,,,10.9,,120,44,,15,25,,,,,,,500,8.9,79,3,,,,,,,850,12.6,24,,11.5,2.1,0.68,2.55,,1.55,,0.9,,0.8,,,,,,,,3.55,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 90-3,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,"1660 AD, A&P PF DEPOSIT",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,59,0.48,16.9,7.28,,6.3,3.61,0.12,1.35,3.7,0.15,,,,,15.5,,167,37,,23,44,,,,,,,520,12.2,75,2.7,,,,,,,628,12.5,23,,12,2.5,0.79,2.6,,2.05,,1.2,,1.1,,,,,,,,3.35,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 30A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PUMICEOUS LAHAR DEPOSIT, RIO CINTO",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63,0.4,16.35,5.08,,5,2.41,0.08,1.79,4.08,0.14,,,,,11,,115,44,,16,26,,,,,,,509,9.3,81,2.9,,,,,,,835,12.7,22.5,,11.5,2.25,0.66,2.25,,1.55,,0.9,,0.8,,,,,,,,3.45,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 30B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PUMICEOUS LAHAR DEPOSIT, RIO CINTO",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63.2,0.4,16.45,5.06,,5.04,2.38,0.08,1.8,4,0.13,,,,,11,,115,44,,14,25,,,,,,,509,9.15,79,2.8,,,,,,,815,12.9,23,,11.5,2.3,0.66,2.25,,1.55,,0.9,,0.8,,,,,,,,3.4,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 30C,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PUMICEOUS LAHAR DEPOSIT, RIO CINTO",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63.2,0.4,16.44,5.14,,4.99,2.42,0.08,1.75,4.05,0.13,,,,,10.9,,116,46,,15,26,,,,,,,514,9,77,3,,,,,,,820,12.3,22,,11,2.12,0.68,2.1,,1.5,,0.9,,0.8,,,,,,,,3.35,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 30D,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PUMICEOUS LAHAR DEPOSIT, RIO CINTO",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63.2,0.4,16.4,5,,4.93,2.25,0.08,1.81,4.02,0.14,,,,,10.4,,115,43,,14,24,,,,,,,512,8.6,75,3.1,,,,,,,840,12.8,22.5,,11.5,2.25,0.65,2,,1.47,,0.85,,0.77,,,,,,,,3.45,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 30E,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PUMICEOUS LAHAR DEPOSIT, RIO CINTO",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,62.9,0.41,16.48,5.22,,5.06,2.46,0.09,1.76,3.98,0.14,,,,,11,,116,43,,15,26,,,,,,,514,9.3,77,3,,,,,,,820,12.8,23,,11.2,2.2,0.68,2.4,,1.6,,0.9,,0.83,,,,,,,,3.4,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 30F,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PUMICEOUS LAHAR DEPOSIT, RIO CINTO",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63,0.41,16.4,5.25,,5.07,2.48,0.09,1.74,3.95,0.14,,,,,11.3,,118,44,,15,26,,,,,,,510,9.1,77,2.9,,,,,,,820,13,23,,11.4,2.25,0.7,2.25,,1.55,,0.9,,0.81,,,,,,,,3.3,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 78A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT, REFUGIO",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63.2,0.4,16.35,5.28,,5,2.38,0.09,1.73,3.98,0.13,,,,,10.5,,118,42,,14.5,25,,,,,,,515,8.6,77,2.9,,,,,,,820,12.2,22.5,,10.7,2.1,0.64,2.05,,1.45,,0.8,,0.77,,,,,,,,3.5,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 98A1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, ASH & PUMICE PF DEPOSIT",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63,0.4,16.25,5.21,,5.07,2.41,0.08,1.7,3.95,0.14,,,,,11,,118,44,,15,26,,,,,,,506,9.3,79,2.9,,,,,,,800,13,23,,11.5,2.2,0.67,2.25,,1.5,,0.9,,0.81,,,,,,,,3.4,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 98A2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, ASH & PUMICE PF DEPOSIT",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,62.8,0.4,16.24,5.17,,4.95,2.39,0.08,1.74,3.88,0.14,,,,,10.8,,116,43,,14.5,26,,,,,,,505,9,79,2.8,,,,,,,820,12.5,22,,11.3,2.05,0.65,2.25,,1.5,,0.9,,0.79,,,,,,,,3.35,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 98D1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, ASH & PUMICE PF DEPOSIT",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63,0.4,16.25,5.24,,5,2.45,0.08,1.74,3.86,0.14,,,,,10.9,,115,42,,15,26,,,,,,,501,8.9,76,2.8,,,,,,,795,12,22,,11,2.25,0.67,2.1,,1.5,,0.9,,0.78,,,,,,,,3.25,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 98D2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, ASH & PUMICE PF DEPOSIT",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,62.4,0.4,16.4,5.22,,5.07,2.44,0.08,1.73,3.96,0.14,,,,,11.1,,116,44,,15.5,26,,,,,,,512,9.3,79,2.8,,,,,,,795,12.5,22,,11.2,2.25,0.67,2.25,,1.5,,0.9,,0.81,,,,,,,,3.4,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 72F,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63.4,0.39,16.2,4.98,,4.92,2.28,0.08,1.79,3.96,0.14,,,,,10.6,,112,44,,14,24,,,,,,,498,8.6,80,3,,,,,,,852,12.4,22.5,,11,2.2,0.65,2.1,,1.45,,0.8,,0.77,,,,,,,,3.5,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 94A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1661 AD, PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,64,0.36,16.3,4.58,,4.65,1.98,0.07,1.79,4.06,0.13,,,,,8.7,,98,33,,13,20,,,,,,,525,7.8,72,2.9,,,,,,,855,12.5,21.5,,11,1.75,0.61,2.05,,1.35,,0.8,,0.67,,,,,,,,3.4,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 69A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63.6,0.39,16.15,5.03,,4.78,2.24,0.08,1.79,3.95,0.14,,,,,10,,113,39,,14,23,,,,,,,500,8.5,78,3.1,,,,,,,855,13.2,24,,11.2,2.05,0.65,2.1,,1.4,,0.8,,0.76,,,,,,,,3.7,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH-10-5,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, OCTOBER 5 EXPLOSION",100,100,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63.4,0.38,16.6,5.19,,4.9,2.36,0.08,1.66,4.25,0.13,,,,,10.6,,113,40,,15,25,,,,,,,543,8.8,82,2.4,,,,,,,780,10.9,21,,11.3,2.25,0.66,2.15,,1.44,,0.8,,0.75,,,,,,,,3,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 89,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, NOVEMBER 29 BLOCK AND ASH PF, RIO CRISTAL",100,100,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,63.9,0.38,16.4,5.17,,5.02,2.46,0.09,1.69,4.15,0.13,,15.3,0.8,23,10.5,,112,36,,14,25,,,,,,,525,8.8,78,2.5,,,,,,,790,11,20,,10.5,2.1,0.63,1.7,,1.5,,0.9,,0.82,,,,,,,,3.1,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 125,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"2000 ERUPTION, ACTIVE DOME",100,100,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,64.8,0.38,16.6,4.98,,4.96,2.34,0.08,1.78,4.22,0.13,,,,,11,,110,37,,14,24,,,,,,,535,9.1,84,2.6,,,,,,,805,11.8,21.5,,10.7,2.2,0.62,2,,1.5,,0.85,,0.81,,,,,,,,3,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH-10-7,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, OCTOBER 7 EXPLOSION",100,100,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,64,0.36,16.7,4.74,,4.82,2.17,0.08,1.72,4.25,0.12,,,,,9.9,,102,35,,14,21,,,,,,,548,8.6,76,2.4,,,,,,,770,11.4,22,,11.2,2.15,0.64,2.15,,1.38,,0.8,,0.72,,,,,,,,3.15,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 64,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, OCTOBER 5 EXPLOSION",100,100,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,64.2,0.38,16.2,5.03,,4.73,2.33,0.08,1.69,4.21,0.12,,,,,10.2,,114,37,,15,25,,,,,,,525,8,82,2.2,,,,,,,790,10.8,20,,9.2,2.05,0.59,2,,1.45,,0.8,,0.78,,,,,,,,3,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 96A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, PUMICE FALL, DECEMBER 17 EXPLOSIONS",100,100,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,64.2,0.37,16.35,4.9,,4.64,2.21,0.08,1.77,4.3,0.12,,,,,10.4,,110,35,,13,22,,,,,,,531,8,77,2.3,,,,,,,825,11.3,19,,9.5,1.75,0.58,1.8,,1.35,,0.8,,0.73,,,,,,,,3.05,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH-9-26,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, SEPTEMBER 26 EXPLOSION",100,100,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,64.5,0.37,16.45,4.92,,4.6,2.26,0.08,1.76,4.3,0.12,,,,,10.2,,106,38,,14,21,,,,,,,544,8.2,83,2.3,,,,,,,805,10.8,20,,10.8,2.05,0.64,2.15,,1.35,,0.8,,0.71,,,,,,,,3,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 79A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, NOVEMBER 18 HOT LAHAR IN RIO CRISTAL",100,100,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,64.8,0.37,16.5,4.77,,4.66,2.24,0.08,1.8,4.36,0.12,,,,,10,,108,35,,13.5,22,,,,,,,535,8.3,80,2.5,,,,,,,800,11.5,19.5,,10,2.1,0.6,2,,1.47,,0.8,,0.77,,,,,,,,3.1,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 79B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, NOVEMBER 18 HOT LAHAR IN RIO CRISTAL",100,100,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,64.8,0.37,16.5,4.72,,4.64,2.26,0.08,1.82,4.35,0.12,,,,,10.4,,110,36,,14,22,,,,,,,530,8.4,80,2.5,,,,,,,854,11,19.5,,10,2.05,0.61,1.85,,1.45,,0.8,,0.79,,,,,,,,3.2,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 93,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, DECEMBER, BLOCK AND ASH PF, RIO CRISTAL",100,100,,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,64.9,0.37,16.3,4.9,,4.68,2.34,0.08,1.78,4.25,0.12,,,,,10.9,,110,40,,14,25,,,,,,,525,8.5,77,2.5,,,,,,,810,11,20.5,,10,2.1,0.62,2,,1.45,,0.85,,0.8,,,,,,,,3.1,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 139H,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,PLUTONIC ROCK,NOT GIVEN,INCLUSION IN DACITE FROM RIO CRISTAL,,,QUATERNARY,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,51.5,0.69,12.2,12.3,,8.4,10.7,0.28,0.57,2.32,0.06,,,,,36.5,,217,560,,42,97,,,,,,,352,21.5,44,3.2,,,,,,,252,8.4,24,,21,5.1,1.22,4.45,,3.7,,2,,1.87,,,,,,,,0.7,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 139F,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,PLUTONIC ROCK,NOT GIVEN,INCLUSION IN DACITE FROM RIO CRISTAL,,,QUATERNARY,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,54,0.84,15.6,10.55,,8,6.25,0.16,0.8,3.43,0.17,,,,,29.5,,253,262,,36,93,,,,,,,530,21.5,54.5,3.2,,,,,,,422,12.6,29.5,,21.5,5.05,1.27,4.9,,4,,1.9,,1.68,,,,,,,,1.45,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 139A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,PLUTONIC ROCK,NOT GIVEN,INCLUSION IN DACITE FROM RIO CRISTAL,,,QUATERNARY,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,56.1,0.57,17.1,8.8,,7.25,4.75,0.14,1.03,3.62,0.14,,,,,24,,215,63,,30,55,,,,,,,555,15.4,66,2.5,,,,,,,470,10.6,22,,12.8,2.8,0.85,2.8,,2.7,,1.5,,1.37,,,,,,,,2.35,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 139B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,PLUTONIC ROCK,NOT GIVEN,INCLUSION IN DACITE FROM RIO CRISTAL,,,QUATERNARY,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,57.1,0.55,16.5,7.96,,7.1,5.07,0.13,1.12,3.74,0.14,,,,,22,,193,184,,27,63,,,,,,,535,15,64,2.5,,,,,,,550,12.3,26,,14.8,3.3,0.94,2.95,,2.5,,1.4,,1.33,,,,,,,,2.7,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 44D,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,PLUTONIC ROCK,NOT GIVEN,INCLUSION IN BLAST DEPOSIT,,,QUATERNARY,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,54.9,0.6,17.1,8.4,,7.55,4.84,0.14,1.31,3.3,0.15,,13.9,0.63,13.5,26,,205,97,,28,39,,,,,,,470,16.2,76,2.5,,,,,,,495,9.6,18.5,,11.5,2.6,0.83,2.7,,2.5,,1.7,,1.72,,,,,,,,1.9,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 40A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,PLUTONIC ROCK,NOT GIVEN,INCLUSION IN BLOCK AND ASH PF DEPOSIT,,,QUATERNARY,WHOLE ROCK,ICPAES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,56.3,0.55,15.9,8.08,,7.83,6.33,0.13,1.09,3.16,0.13,,11.7,0.56,13,25.5,,197,224,,29,80,,,,,,,428,13,68,2.2,,,,,,,480,8.8,16.5,,9.8,2.2,0.76,2.55,,2.2,,1.3,,1.3,,,,,,,,1.95,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 144,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,EL CINTO,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LA ESPERANZA LAVA FLOW,1100000,1100000,,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 145A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,EL CINTO,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LA ESPERANZA LAVA FLOW,1100000,1100000,,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
